user_id,group,week_number,anomaly_score,label,label_name
U0006,NORMAL,7,0.003,0,NORMAL
U0006,NORMAL,8,0.0,0,NORMAL
U0006,NORMAL,9,0.0,0,NORMAL
U0006,NORMAL,10,0.0026,0,NORMAL
U0006,NORMAL,11,0.0085,0,NORMAL
U0006,NORMAL,12,0.0,0,NORMAL
U0007,NORMAL,0,0.0982,0,NORMAL
U0007,NORMAL,1,0.0,0,NORMAL
U0007,NORMAL,2,0.0002,0,NORMAL
U0007,NORMAL,3,0.0007,0,NORMAL
U0007,NORMAL,4,0.0034,0,NORMAL
U0007,NORMAL,5,0.0,0,NORMAL
U0007,NORMAL,6,0.0023,0,NORMAL
U0007,NORMAL,7,0.005,0,NORMAL
U0007,NORMAL,8,0.0022,0,NORMAL
U0007,NORMAL,9,0.0022,0,NORMAL
U0007,NORMAL,10,0.0226,0,NORMAL
U0007,NORMAL,11,0.0398,0,NORMAL
U0007,NORMAL,12,0.02,0,NORMAL
U0008,NORMAL,0,0.0642,0,NORMAL
U0008,NORMAL,1,0.0509,0,NORMAL
U0008,NORMAL,2,0.0888,0,NORMAL
U0008,NORMAL,3,0.0698,0,NORMAL
U0008,NORMAL,4,0.0597,0,NORMAL
U0008,NORMAL,5,0.0183,0,NORMAL
U0008,NORMAL,6,0.0138,0,NORMAL
U0008,NORMAL,7,0.0136,0,NORMAL
U0008,NORMAL,8,0.0194,0,NORMAL
U0008,NORMAL,9,0.0322,0,NORMAL
U0008,NORMAL,10,0.0721,0,NORMAL
U0008,NORMAL,11,0.0465,0,NORMAL
U0008,NORMAL,12,0.0255,0,NORMAL
U0009,NORMAL,0,0.0151,0,NORMAL
U0009,NORMAL,1,0.0,0,NORMAL
U0009,NORMAL,2,0.0004,0,NORMAL
U0009,NORMAL,3,0.0,0,NORMAL
U0009,NORMAL,4,0.0,0,NORMAL
U0009,NORMAL,5,0.0073,0,NORMAL
U0009,NORMAL,6,0.0276,0,NORMAL
U0009,NORMAL,7,0.0432,0,NORMAL
U0009,NORMAL,8,0.076,0,NORMAL
U0009,NORMAL,9,0.0589,0,NORMAL
U0009,NORMAL,10,0.0,0,NORMAL
U0009,NORMAL,11,0.041,0,NORMAL
U0009,NORMAL,12,0.0523,0,NORMAL
U0010,NORMAL,0,0.0572,0,NORMAL
U0010,NORMAL,1,0.0,0,NORMAL
U0010,NORMAL,2,0.0,0,NORMAL
U0010,NORMAL,3,0.0,0,NORMAL
U0010,NORMAL,4,0.0,0,NORMAL
U0010,NORMAL,5,0.0004,0,NORMAL
U0010,NORMAL,6,0.005,0,NORMAL
U0010,NORMAL,7,0.0,0,NORMAL
U0010,NORMAL,8,0.0047,0,NORMAL
U0010,NORMAL,9,0.0098,0,NORMAL
U0010,NORMAL,10,0.0049,0,NORMAL
U0010,NORMAL,11,0.0051,0,NORMAL
U0010,NORMAL,12,0.0056,0,NORMAL
U0011,NORMAL,0,0.0399,0,NORMAL
U0011,NORMAL,1,0.0,0,NORMAL
U0011,NORMAL,2,0.0275,0,NORMAL
U0011,NORMAL,3,0.0093,0,NORMAL
U0011,NORMAL,4,0.0,0,NORMAL
U0011,NORMAL,5,0.0,0,NORMAL
U0011,NORMAL,6,0.0,0,NORMAL
U0011,NORMAL,7,0.0077,0,NORMAL
U0011,NORMAL,8,0.0004,0,NORMAL
U0011,NORMAL,9,0.0067,0,NORMAL
U0011,NORMAL,10,0.0033,0,NORMAL
U0011,NORMAL,11,0.0,0,NORMAL
U0011,NORMAL,12,0.0,0,NORMAL
U0012,NORMAL,0,0.098,0,NORMAL
U0012,NORMAL,1,0.0,0,NORMAL
U0012,NORMAL,2,0.0044,0,NORMAL
U0012,NORMAL,3,0.0077,0,NORMAL
U0012,NORMAL,4,0.0081,0,NORMAL
U0012,NORMAL,5,0.0,0,NORMAL
U0012,NORMAL,6,0.0,0,NORMAL
U0012,NORMAL,7,0.0012,0,NORMAL
U0012,NORMAL,8,0.0,0,NORMAL
U0012,NORMAL,9,0.0,0,NORMAL
U0012,NORMAL,10,0.0018,0,NORMAL
U0012,NORMAL,11,0.0049,0,NORMAL
U0012,NORMAL,12,0.0044,0,NORMAL
U0013,NORMAL,0,0.0432,0,NORMAL
U0013,NORMAL,1,0.0,0,NORMAL
U0013,NORMAL,2,0.0012,0,NORMAL
U0013,NORMAL,3,0.0007,0,NORMAL
U0013,NORMAL,4,0.0099,0,NORMAL
U0013,NORMAL,5,0.0016,0,NORMAL
U0013,NORMAL,6,0.0106,0,NORMAL
U0013,NORMAL,7,0.0198,0,NORMAL
U0013,NORMAL,8,0.0,0,NORMAL
U0013,NORMAL,9,0.0019,0,NORMAL
U0013,NORMAL,10,0.0015,0,NORMAL
U0013,NORMAL,11,0.0005,0,NORMAL
U0013,NORMAL,12,0.0007,0,NORMAL
U0014,NORMAL,0,0.0028,0,NORMAL
U0014,NORMAL,1,0.0,0,NORMAL
U0014,NORMAL,2,0.0,0,NORMAL
U0014,NORMAL,3,0.0,0,NORMAL
U0014,NORMAL,4,0.0007,0,NORMAL
U0014,NORMAL,5,0.0065,0,NORMAL
U0014,NORMAL,6,0.0032,0,NORMAL
U0014,NORMAL,7,0.0017,0,NORMAL
U0014,NORMAL,8,0.0,0,NORMAL
U0014,NORMAL,9,0.0044,0,NORMAL
U0014,NORMAL,10,0.0044,0,NORMAL
U0014,NORMAL,11,0.0077,0,NORMAL
U0014,NORMAL,12,0.0293,0,NORMAL
U0015,NORMAL,0,0.0072,0,NORMAL
U0015,NORMAL,1,0.0,0,NORMAL
U0015,NORMAL,2,0.1035,0,NORMAL
U0015,NORMAL,3,0.1292,0,NORMAL
U0015,NORMAL,4,0.1778,0,NORMAL
U0015,NORMAL,5,0.1378,0,NORMAL
U0015,NORMAL,6,0.0538,0,NORMAL
U0015,NORMAL,7,0.0,0,NORMAL
U0015,NORMAL,8,0.0059,0,NORMAL
U0015,NORMAL,9,0.001,0,NORMAL
U0015,NORMAL,10,0.0025,0,NORMAL
U0015,NORMAL,11,0.2039,0,NORMAL
U0015,NORMAL,12,0.1132,0,NORMAL
U0016,NORMAL,0,0.0616,0,NORMAL
U0016,NORMAL,1,0.0893,0,NORMAL
U0016,NORMAL,2,0.0202,0,NORMAL
U0016,NORMAL,3,0.0159,0,NORMAL
U0016,NORMAL,4,0.0151,0,NORMAL
U0016,NORMAL,5,0.0089,0,NORMAL
U0016,NORMAL,6,0.0087,0,NORMAL
U0016,NORMAL,7,0.0167,0,NORMAL
U0016,NORMAL,8,0.006,0,NORMAL
U0016,NORMAL,9,0.0,0,NORMAL
U0016,NORMAL,10,0.0,0,NORMAL
U0016,NORMAL,11,0.0104,0,NORMAL
U0016,NORMAL,12,0.0057,0,NORMAL
U0017,NORMAL,0,0.0215,0,NORMAL
U0017,NORMAL,1,0.0128,0,NORMAL
U0017,NORMAL,2,0.001,0,NORMAL
U0017,NORMAL,3,0.0243,0,NORMAL
U0017,NORMAL,4,0.026,0,NORMAL
U0017,NORMAL,5,0.0607,0,NORMAL
U0017,NORMAL,6,0.0614,0,NORMAL
U0017,NORMAL,7,0.0357,0,NORMAL
U0017,NORMAL,8,0.0359,0,NORMAL
U0017,NORMAL,9,0.0453,0,NORMAL
U0017,NORMAL,10,0.0782,0,NORMAL
U0017,NORMAL,11,0.1026,0,NORMAL
U0017,NORMAL,12,0.073,0,NORMAL
U0018,NORMAL,0,0.0442,0,NORMAL
U0018,NORMAL,1,0.0,0,NORMAL
U0018,NORMAL,2,0.0223,0,NORMAL
U0018,NORMAL,3,0.0757,0,NORMAL
U0018,NORMAL,4,0.1247,0,NORMAL
U0018,NORMAL,5,0.1943,0,NORMAL
U0018,NORMAL,6,0.1725,0,NORMAL
U0018,NORMAL,7,0.1606,0,NORMAL
U0018,NORMAL,8,0.1331,0,NORMAL
U0018,NORMAL,9,0.0934,0,NORMAL
U0018,NORMAL,10,0.0434,0,NORMAL
U0018,NORMAL,11,0.0349,0,NORMAL
U0018,NORMAL,12,0.0027,0,NORMAL
U0019,NORMAL,0,0.0282,0,NORMAL
U0019,NORMAL,1,0.0712,0,NORMAL
U0019,NORMAL,2,0.1156,0,NORMAL
U0019,NORMAL,3,0.0388,0,NORMAL
U0019,NORMAL,4,0.0541,0,NORMAL
U0019,NORMAL,5,0.0215,0,NORMAL
U0019,NORMAL,6,0.0061,0,NORMAL
U0019,NORMAL,7,0.0009,0,NORMAL
U0019,NORMAL,8,0.0,0,NORMAL
U0019,NORMAL,9,0.0128,0,NORMAL
U0019,NORMAL,10,0.0229,0,NORMAL
U0019,NORMAL,11,0.0273,0,NORMAL
U0019,NORMAL,12,0.0414,0,NORMAL
U0020,NORMAL,0,0.0,0,NORMAL
U0020,NORMAL,1,0.0482,0,NORMAL
U0020,NORMAL,2,0.047,0,NORMAL
U0020,NORMAL,3,0.1045,0,NORMAL
U0020,NORMAL,4,0.0421,0,NORMAL
U0020,NORMAL,5,0.0104,0,NORMAL
U0020,NORMAL,6,0.0157,0,NORMAL
U0020,NORMAL,7,0.0282,0,NORMAL
U0020,NORMAL,8,0.0223,0,NORMAL
U0020,NORMAL,9,0.0129,0,NORMAL
U0020,NORMAL,10,0.0495,0,NORMAL
U0020,NORMAL,11,0.0832,0,NORMAL
U0020,NORMAL,12,0.0434,0,NORMAL
U0021,NORMAL,0,0.035,0,NORMAL
U0021,NORMAL,1,0.0,0,NORMAL
U0021,NORMAL,2,0.0,0,NORMAL
U0021,NORMAL,3,0.0,0,NORMAL
U0021,NORMAL,4,0.003,0,NORMAL
U0021,NORMAL,5,0.0058,0,NORMAL
U0021,NORMAL,6,0.005,0,NORMAL
U0021,NORMAL,7,0.0015,0,NORMAL
U0021,NORMAL,8,0.0,0,NORMAL
U0021,NORMAL,9,0.0141,0,NORMAL
U0021,NORMAL,10,0.008,0,NORMAL
U0021,NORMAL,11,0.0017,0,NORMAL
U0021,NORMAL,12,0.0008,0,NORMAL
U0022,NORMAL,0,0.0041,0,NORMAL
U0022,NORMAL,1,0.001,0,NORMAL
U0022,NORMAL,2,0.088,0,NORMAL
U0022,NORMAL,3,0.0539,0,NORMAL
U0022,NORMAL,4,0.0795,0,NORMAL
U0022,NORMAL,5,0.1532,0,NORMAL
U0022,NORMAL,6,0.1682,0,NORMAL
U0022,NORMAL,7,0.1752,0,NORMAL
U0022,NORMAL,8,0.2527,1,WATCH
U0022,NORMAL,9,0.1318,0,NORMAL
U0022,NORMAL,10,0.0301,0,NORMAL
U0022,NORMAL,11,0.0833,0,NORMAL
U0022,NORMAL,12,0.0102,0,NORMAL
U0023,NORMAL,0,0.0827,0,NORMAL
U0023,NORMAL,1,0.0098,0,NORMAL
U0023,NORMAL,2,0.0054,0,NORMAL
U0023,NORMAL,3,0.0042,0,NORMAL
U0023,NORMAL,4,0.0089,0,NORMAL
U0023,NORMAL,5,0.004,0,NORMAL
U0023,NORMAL,6,0.0044,0,NORMAL
U0023,NORMAL,7,0.0,0,NORMAL
U0023,NORMAL,8,0.0,0,NORMAL
U0023,NORMAL,9,0.0,0,NORMAL
U0023,NORMAL,10,0.0003,0,NORMAL
U0023,NORMAL,11,0.0059,0,NORMAL
U0023,NORMAL,12,0.0001,0,NORMAL
U0024,NORMAL,0,0.0984,0,NORMAL
U0024,NORMAL,1,0.007,0,NORMAL
U0024,NORMAL,2,0.0184,0,NORMAL
U0024,NORMAL,3,0.006,0,NORMAL
U0024,NORMAL,4,0.0081,0,NORMAL
U0024,NORMAL,5,0.0069,0,NORMAL
U0024,NORMAL,6,0.0256,0,NORMAL
U0024,NORMAL,7,0.0217,0,NORMAL
U0024,NORMAL,8,0.021,0,NORMAL
U0024,NORMAL,9,0.0159,0,NORMAL
U0024,NORMAL,10,0.0029,0,NORMAL
U0024,NORMAL,11,0.0099,0,NORMAL
U0024,NORMAL,12,0.0039,0,NORMAL
U0025,NORMAL,0,0.037,0,NORMAL
U0025,NORMAL,1,0.0392,0,NORMAL
U0025,NORMAL,2,0.0,0,NORMAL
U0025,NORMAL,3,0.0,0,NORMAL
U0025,NORMAL,4,0.0,0,NORMAL
U0025,NORMAL,5,0.0,0,NORMAL
U0025,NORMAL,6,0.0038,0,NORMAL
U0025,NORMAL,7,0.0069,0,NORMAL
U0025,NORMAL,8,0.0,0,NORMAL
U0025,NORMAL,9,0.0043,0,NORMAL
U0025,NORMAL,10,0.0049,0,NORMAL
U0025,NORMAL,11,0.0033,0,NORMAL
U0025,NORMAL,12,0.0,0,NORMAL
U0026,NORMAL,0,0.0713,0,NORMAL
U0026,NORMAL,1,0.0434,0,NORMAL
U0026,NORMAL,2,0.0546,0,NORMAL
U0026,NORMAL,3,0.0268,0,NORMAL
U0026,NORMAL,4,0.0714,0,NORMAL
U0026,NORMAL,5,0.0614,0,NORMAL
U0026,NORMAL,6,0.0138,0,NORMAL
U0026,NORMAL,7,0.0634,0,NORMAL
U0026,NORMAL,8,0.0331,0,NORMAL
U0026,NORMAL,9,0.0,0,NORMAL
U0026,NORMAL,10,0.0019,0,NORMAL
U0026,NORMAL,11,0.003,0,NORMAL
U0026,NORMAL,12,0.0,0,NORMAL
U0027,NORMAL,0,0.0738,0,NORMAL
U0027,NORMAL,1,0.0399,0,NORMAL
U0027,NORMAL,2,0.0,0,NORMAL
U0027,NORMAL,3,0.0,0,NORMAL
U0027,NORMAL,4,0.0022,0,NORMAL
U0027,NORMAL,5,0.0157,0,NORMAL
U0027,NORMAL,6,0.0787,0,NORMAL
U0027,NORMAL,7,0.1414,0,NORMAL
U0027,NORMAL,8,0.098,0,NORMAL
U0027,NORMAL,9,0.0176,0,NORMAL
U0027,NORMAL,10,0.0003,0,NORMAL
U0027,NORMAL,11,0.0,0,NORMAL
U0027,NORMAL,12,0.0056,0,NORMAL
U0028,NORMAL,0,0.0383,0,NORMAL
U0028,NORMAL,1,0.0,0,NORMAL
U0028,NORMAL,2,0.0,0,NORMAL
U0028,NORMAL,3,0.0,0,NORMAL
U0028,NORMAL,4,0.0048,0,NORMAL
U0028,NORMAL,5,0.0,0,NORMAL
U0028,NORMAL,6,0.0,0,NORMAL
U0028,NORMAL,7,0.0,0,NORMAL
U0028,NORMAL,8,0.0078,0,NORMAL
U0028,NORMAL,9,0.0104,0,NORMAL
U0028,NORMAL,10,0.0,0,NORMAL
U0028,NORMAL,11,0.0,0,NORMAL
U0028,NORMAL,12,0.0,0,NORMAL
U0029,NORMAL,0,0.0568,0,NORMAL
U0029,NORMAL,1,0.0,0,NORMAL
U0029,NORMAL,2,0.0,0,NORMAL
U0029,NORMAL,3,0.0044,0,NORMAL
U0029,NORMAL,4,0.011,0,NORMAL
U0029,NORMAL,5,0.005,0,NORMAL
U0029,NORMAL,6,0.0046,0,NORMAL
U0029,NORMAL,7,0.0107,0,NORMAL
U0029,NORMAL,8,0.0097,0,NORMAL
U0029,NORMAL,9,0.0036,0,NORMAL
U0029,NORMAL,10,0.0022,0,NORMAL
U0029,NORMAL,11,0.0013,0,NORMAL
U0029,NORMAL,12,0.0087,0,NORMAL
U0030,NORMAL,0,0.0,0,NORMAL
U0030,NORMAL,1,0.0654,0,NORMAL
U0030,NORMAL,2,0.1371,0,NORMAL
U0030,NORMAL,3,0.1144,0,NORMAL
U0030,NORMAL,4,0.099,0,NORMAL
U0030,NORMAL,5,0.0534,0,NORMAL
U0030,NORMAL,6,0.0354,0,NORMAL
U0030,NORMAL,7,0.0017,0,NORMAL
U0030,NORMAL,8,0.0,0,NORMAL
U0030,NORMAL,9,0.0,0,NORMAL
U0030,NORMAL,10,0.0046,0,NORMAL
U0030,NORMAL,11,0.0069,0,NORMAL
U0030,NORMAL,12,0.0319,0,NORMAL
U0031,NORMAL,0,0.0,0,NORMAL
U0031,NORMAL,1,0.0255,0,NORMAL
U0031,NORMAL,2,0.0,0,NORMAL
U0031,NORMAL,3,0.0,0,NORMAL
U0031,NORMAL,4,0.0,0,NORMAL
U0031,NORMAL,5,0.0005,0,NORMAL
U0031,NORMAL,6,0.0,0,NORMAL
U0031,NORMAL,7,0.0055,0,NORMAL
U0031,NORMAL,8,0.0044,0,NORMAL
U0031,NORMAL,9,0.0,0,NORMAL
U0031,NORMAL,10,0.0,0,NORMAL
U0031,NORMAL,11,0.0,0,NORMAL
U0031,NORMAL,12,0.0012,0,NORMAL
U0032,NORMAL,0,0.0005,0,NORMAL
U0032,NORMAL,1,0.0045,0,NORMAL
U0032,NORMAL,2,0.0095,0,NORMAL
U0032,NORMAL,3,0.0,0,NORMAL
U0032,NORMAL,4,0.0014,0,NORMAL
U0032,NORMAL,5,0.0045,0,NORMAL
U0032,NORMAL,6,0.0052,0,NORMAL
U0032,NORMAL,7,0.0118,0,NORMAL
U0032,NORMAL,8,0.0093,0,NORMAL
U0032,NORMAL,9,0.0087,0,NORMAL
U0032,NORMAL,10,0.0065,0,NORMAL
U0032,NORMAL,11,0.0,0,NORMAL
U0032,NORMAL,12,0.0,0,NORMAL
U0033,NORMAL,0,0.0032,0,NORMAL
U0033,NORMAL,1,0.0218,0,NORMAL
U0033,NORMAL,2,0.0436,0,NORMAL
U0033,NORMAL,3,0.0,0,NORMAL
U0033,NORMAL,4,0.0,0,NORMAL
U0033,NORMAL,5,0.0,0,NORMAL
U0033,NORMAL,6,0.0,0,NORMAL
U0033,NORMAL,7,0.0053,0,NORMAL
U0033,NORMAL,8,0.0057,0,NORMAL
U0033,NORMAL,9,0.0,0,NORMAL
U0033,NORMAL,10,0.0047,0,NORMAL
U0033,NORMAL,11,0.0128,0,NORMAL
U0033,NORMAL,12,0.0001,0,NORMAL
U0034,NORMAL,0,0.0316,0,NORMAL
U0034,NORMAL,1,0.0019,0,NORMAL
U0034,NORMAL,2,0.0,0,NORMAL
U0034,NORMAL,3,0.0328,0,NORMAL
U0034,NORMAL,4,0.0569,0,NORMAL
U0034,NORMAL,5,0.0915,0,NORMAL
U0034,NORMAL,6,0.0818,0,NORMAL
U0034,NORMAL,7,0.02,0,NORMAL
U0034,NORMAL,8,0.0214,0,NORMAL
U0034,NORMAL,9,0.0852,0,NORMAL
U0034,NORMAL,10,0.1008,0,NORMAL
U0034,NORMAL,11,0.1252,0,NORMAL
U0034,NORMAL,12,0.056,0,NORMAL
U0035,NORMAL,0,0.0356,0,NORMAL
U0035,NORMAL,1,0.0125,0,NORMAL
U0035,NORMAL,2,0.0038,0,NORMAL
U0035,NORMAL,3,0.0,0,NORMAL
U0035,NORMAL,4,0.0,0,NORMAL
U0035,NORMAL,5,0.0,0,NORMAL
U0035,NORMAL,6,0.0019,0,NORMAL
U0035,NORMAL,7,0.0035,0,NORMAL
U0035,NORMAL,8,0.0,0,NORMAL
U0035,NORMAL,9,0.0068,0,NORMAL
U0035,NORMAL,10,0.0138,0,NORMAL
U0035,NORMAL,11,0.0046,0,NORMAL
U0035,NORMAL,12,0.0034,0,NORMAL
U0036,NORMAL,0,0.041,0,NORMAL
U0036,NORMAL,1,0.0068,0,NORMAL
U0036,NORMAL,2,0.0137,0,NORMAL
U0036,NORMAL,3,0.0131,0,NORMAL
U0036,NORMAL,4,0.0192,0,NORMAL
U0036,NORMAL,5,0.0124,0,NORMAL
U0036,NORMAL,6,0.005,0,NORMAL
U0036,NORMAL,7,0.0006,0,NORMAL
U0036,NORMAL,8,0.0087,0,NORMAL
U0036,NORMAL,9,0.0019,0,NORMAL
U0036,NORMAL,10,0.0,0,NORMAL
U0036,NORMAL,11,0.0,0,NORMAL
U0036,NORMAL,12,0.0115,0,NORMAL
U0037,NORMAL,0,0.0,0,NORMAL
U0037,NORMAL,1,0.0449,0,NORMAL
U0037,NORMAL,2,0.174,0,NORMAL
U0037,NORMAL,3,0.0733,0,NORMAL
U0037,NORMAL,4,0.0793,0,NORMAL
U0037,NORMAL,5,0.022,0,NORMAL
U0037,NORMAL,6,0.0,0,NORMAL
U0037,NORMAL,7,0.0013,0,NORMAL
U0037,NORMAL,8,0.0033,0,NORMAL
U0037,NORMAL,9,0.1014,0,NORMAL
U0037,NORMAL,10,0.1043,0,NORMAL
U0037,NORMAL,11,0.141,0,NORMAL
U0037,NORMAL,12,0.0895,0,NORMAL
U0038,NORMAL,0,0.1218,0,NORMAL
U0038,NORMAL,1,0.0048,0,NORMAL
U0038,NORMAL,2,0.0143,0,NORMAL
U0038,NORMAL,3,0.0144,0,NORMAL
U0038,NORMAL,4,0.0126,0,NORMAL
U0038,NORMAL,5,0.0077,0,NORMAL
U0038,NORMAL,6,0.0,0,NORMAL
U0038,NORMAL,7,0.0035,0,NORMAL
U0038,NORMAL,8,0.0,0,NORMAL
U0038,NORMAL,9,0.0026,0,NORMAL
U0038,NORMAL,10,0.0,0,NORMAL
U0038,NORMAL,11,0.0036,0,NORMAL
U0038,NORMAL,12,0.0006,0,NORMAL
U0039,NORMAL,0,0.0543,0,NORMAL
U0039,NORMAL,1,0.016,0,NORMAL
U0039,NORMAL,2,0.0098,0,NORMAL
U0039,NORMAL,3,0.0013,0,NORMAL
U0039,NORMAL,4,0.0091,0,NORMAL
U0039,NORMAL,5,0.0056,0,NORMAL
U0039,NORMAL,6,0.0026,0,NORMAL
U0039,NORMAL,7,0.0,0,NORMAL
U0039,NORMAL,8,0.0049,0,NORMAL
U0039,NORMAL,9,0.0,0,NORMAL
U0039,NORMAL,10,0.0,0,NORMAL
U0039,NORMAL,11,0.0,0,NORMAL
U0039,NORMAL,12,0.0002,0,NORMAL
U0040,NORMAL,0,0.0646,0,NORMAL
U0040,NORMAL,1,0.0,0,NORMAL
U0040,NORMAL,2,0.0093,0,NORMAL
U0040,NORMAL,3,0.0064,0,NORMAL
U0040,NORMAL,4,0.001,0,NORMAL
U0040,NORMAL,5,0.0038,0,NORMAL
U0040,NORMAL,6,0.0,0,NORMAL
U0040,NORMAL,7,0.0046,0,NORMAL
U0040,NORMAL,8,0.0,0,NORMAL
U0040,NORMAL,9,0.0,0,NORMAL
U0040,NORMAL,10,0.0,0,NORMAL
U0040,NORMAL,11,0.0,0,NORMAL
U0040,NORMAL,12,0.0027,0,NORMAL
U0041,NORMAL,0,0.1006,0,NORMAL
U0041,NORMAL,1,0.0,0,NORMAL
U0041,NORMAL,2,0.0,0,NORMAL
U0041,NORMAL,3,0.0,0,NORMAL
U0041,NORMAL,4,0.0025,0,NORMAL
U0041,NORMAL,5,0.0173,0,NORMAL
U0041,NORMAL,6,0.0,0,NORMAL
U0041,NORMAL,7,0.0,0,NORMAL
U0041,NORMAL,8,0.0,0,NORMAL
U0041,NORMAL,9,0.0044,0,NORMAL
U0041,NORMAL,10,0.0138,0,NORMAL
U0041,NORMAL,11,0.0029,0,NORMAL
U0041,NORMAL,12,0.0007,0,NORMAL
U0042,NORMAL,0,0.0881,0,NORMAL
U0042,NORMAL,1,0.0,0,NORMAL
U0042,NORMAL,2,0.0,0,NORMAL
U0042,NORMAL,3,0.0,0,NORMAL
U0042,NORMAL,4,0.0,0,NORMAL
U0042,NORMAL,5,0.0,0,NORMAL
U0042,NORMAL,6,0.003,0,NORMAL
U0042,NORMAL,7,0.0,0,NORMAL
U0042,NORMAL,8,0.0,0,NORMAL
U0042,NORMAL,9,0.0006,0,NORMAL
U0042,NORMAL,10,0.0125,0,NORMAL
U0042,NORMAL,11,0.0053,0,NORMAL
U0042,NORMAL,12,0.0,0,NORMAL
U0043,NORMAL,0,0.0,0,NORMAL
U0043,NORMAL,1,0.052,0,NORMAL
U0043,NORMAL,2,0.1333,0,NORMAL
U0043,NORMAL,3,0.0426,0,NORMAL
U0043,NORMAL,4,0.0601,0,NORMAL
U0043,NORMAL,5,0.0617,0,NORMAL
